text,label
A family friend is due for a routine prenatal checkup tomorrow. We need a vehicle to reach the hospital as soon as possible.,Obstetrics_Gynecology
My colleague is having tremors and difficulty walking since this morning. Can you send an ambulance immediately?,Neurology
My husband has chronic acid reflux and needs a gastroenterology consultation. Please arrange a wheelchair-accessible pickup.,Gastroenterology
My colleague has numbness on one side of the face and arm for the past few hours. Could you arrange pickup for the scheduled hospital appointment?,Neurology
"My husband has severe pain related to ongoing cancer treatment suddenly, just now. We need a vehicle to reach the hospital as soon as possible.",Oncology
My uncle is unable to swallow properly due to a severely swollen throat since last night. We need a vehicle to reach the hospital as soon as possible.,ENT
My grandfather is having a severe allergic reaction and the face is swelling since this afternoon. Please book a ride to the hospital for the appointment.,Emergency_Trauma
My father is due for a follow-up after a recent lung infection tomorrow. Please confirm a pickup time for the hospital visit.,Pulmonology
"My husband has severe diarrhea and is becoming dehydrated suddenly, just now. Can you send an ambulance immediately?",Gastroenterology
My father-in-law is extremely confused and not recognizing family members since this morning. We need a vehicle to reach the hospital as soon as possible.,Psychiatry_MentalHealth
My aunt has sudden severe pain in the groin area right now. Requesting a car for hospital transport.,Urology
My grandfather was in a road accident and is bleeding heavily since last night. Could you arrange pickup for the scheduled hospital appointment?,Emergency_Trauma
"My sister needs a routine consultation for chronic gastritis this week. Please send transport right away, this is urgent.",Gastroenterology
My sister-in-law needs urgent care after a miscarriage for the past few hours. We need a vehicle to reach the hospital as soon as possible.,Obstetrics_Gynecology
My little sister had an allergic reaction after eating something right now. We need a vehicle to reach the hospital as soon as possible.,Pediatrics
"A family friend has severe lower back pain suspected to be kidney stones for the past few hours. Need immediate pickup, this cannot wait.",Nephrology_Dialysis
A family friend has ongoing stomach ulcers and needs a checkup this week. Requesting a car for hospital transport.,Gastroenterology
My uncle is a known heart patient and is feeling severe chest discomfort for the past few hours. Please arrange a wheelchair-accessible pickup.,Cardiology
My grandfather has severe joint pain from arthritis and can't reach the car. We need a vehicle to reach the hospital as soon as possible.,Orthopedics
My elderly neighbor has severe urinary retention and is in a lot of discomfort for the past few hours. We need help getting to the hospital quickly.,Urology
"My mother has severe burning and pain during urination suddenly, just now. We need help getting to the hospital quickly.",Urology
"My mother-in-law has sudden hearing loss in one ear since this morning. Please send transport right away, this is urgent.",ENT
My daughter has a very high fever that won't come down since this morning. Can someone be sent to pick us up for the hospital?,Pediatrics
My father is extremely confused and not recognizing family members right now. We need urgent transport to the hospital.,Psychiatry_MentalHealth
My sister-in-law is pregnant and feeling severe dizziness and cramping. We need urgent transport to the hospital.,Obstetrics_Gynecology
My aunt has chest tightness with pain spreading to the left arm right now. We need a vehicle to reach the hospital as soon as possible.,Cardiology
My elderly neighbor was injured when a wall collapsed nearby. Can you send an ambulance immediately?,Emergency_Trauma
"My mother-in-law is scheduled for a routine oncology follow-up today. Please send transport right away, this is urgent.",Oncology
My wife needs an urgent psychiatric evaluation after a sudden change in behavior since last night. Can someone be sent to pick us up for the hospital?,Psychiatry_MentalHealth
My grandmother has sudden weakness down one side of the body. We need urgent transport to the hospital.,Neurology
My brother has a scheduled pulmonology follow-up appointment tomorrow. Could you arrange pickup for the scheduled hospital appointment?,Pulmonology
My uncle is scheduled for an angiography appointment this week. We need help getting to the hospital quickly.,Cardiology
My sister is complaining of a heavy feeling in the chest and cold sweats since this afternoon. Please book a ride to the hospital for the appointment.,Cardiology
"My sister is scheduled for a fistula checkup before dialysis this week. Need immediate pickup, this cannot wait.",Nephrology_Dialysis
My colleague is in labor and needs to reach the hospital immediately for the past few hours. We need help getting to the hospital quickly.,Obstetrics_Gynecology
My husband is unconscious after a fall since last night. Requesting a car for hospital transport.,Emergency_Trauma
A family friend needs a routine checkup for managing diabetes medication today. Please arrange a wheelchair-accessible pickup.,General_Medicine
My niece is pregnant and having severe abdominal pain right now. Please book a ride to the hospital for the appointment.,Obstetrics_Gynecology
"My husband fell down the stairs and the leg looks broken suddenly, just now. Need immediate pickup, this cannot wait.",Orthopedics
"My sister-in-law is in labor and needs to reach the hospital immediately suddenly, just now. We need help getting to the hospital quickly.",Obstetrics_Gynecology
My wife is extremely weak after the last chemo session and needs help reaching the hospital since last night. Please confirm a pickup time for the hospital visit.,Oncology
"My daughter won't stop crying and isn't feeding well for the past few hours. Please send transport right away, this is urgent.",Pediatrics
My mother-in-law is unable to urinate and is in severe pain right now. We need a vehicle to reach the hospital as soon as possible.,Urology
My uncle has had a fever and body aches today. Please book a ride to the hospital for the appointment.,General_Medicine
My father was injured when a wall collapsed nearby since last night. We need urgent transport to the hospital.,Emergency_Trauma
"My grandfather is on home oxygen and the levels are dropping suddenly, just now. Can you send an ambulance immediately?",Pulmonology
My mother has swelling in the legs and reduced urination for the past few hours. We need help getting to the hospital quickly.,Nephrology_Dialysis
"My uncle has blood in the urine and is very worried suddenly, just now. Can you send an ambulance immediately?",Urology
A family friend is extremely weak after the last chemo session and needs help reaching the hospital since this morning. We need help getting to the hospital quickly.,Oncology
My uncle has severe lower back pain suspected to be kidney stones. Could you arrange pickup for the scheduled hospital appointment?,Nephrology_Dialysis
My mother-in-law is extremely anxious and having trouble breathing due to stress since this morning. Could you arrange pickup for the scheduled hospital appointment?,Psychiatry_MentalHealth
My mother-in-law has sudden severe pain in the groin area. Could you arrange pickup for the scheduled hospital appointment?,Urology
My colleague is complaining of a heavy feeling in the chest and cold sweats for the past few hours. Can you send an ambulance immediately?,Cardiology
My baby is due for a routine pediatric checkup for the past few days. Please book a ride to the hospital for the appointment.,Pediatrics
"My grandmother is a cancer patient and needs to go for radiotherapy tomorrow. Need immediate pickup, this cannot wait.",Oncology
My brother has uncontrolled diabetes and needs a checkup for the past few days. Can you send an ambulance immediately?,General_Medicine
My aunt is due for a dialysis session at the hospital for the past few days. Please book a ride to the hospital for the appointment.,Nephrology_Dialysis
My colleague is pregnant and feeling severe dizziness and cramping right now. Can someone be sent to pick us up for the hospital?,Obstetrics_Gynecology
My brother is bleeding heavily and going pale for the past few hours. Requesting a car for hospital transport.,Emergency_Trauma
"A family friend has severe sinus pain and pressure with fever for the past few hours. Please send transport right away, this is urgent.",ENT
My husband was hit by a motorbike and can't stand up. We need urgent transport to the hospital.,Emergency_Trauma
My elderly neighbor twisted the ankle badly and it's very swollen since this morning. We need urgent transport to the hospital.,Orthopedics
My husband has COPD and is struggling to breathe since this afternoon. Please arrange a wheelchair-accessible pickup.,Pulmonology
My colleague is hearing and seeing things that aren't there since last night. We need a vehicle to reach the hospital as soon as possible.,Psychiatry_MentalHealth
My colleague is having a severe panic attack and can't calm down. Can someone be sent to pick us up for the hospital?,Psychiatry_MentalHealth
My wife needs to go for a kidney function checkup tomorrow. Please confirm a pickup time for the hospital visit.,Nephrology_Dialysis
"My brother has persistent throat irritation and hoarseness this week. Need immediate pickup, this cannot wait.",ENT
My father-in-law is due for a routine urology checkup tomorrow. We need urgent transport to the hospital.,Urology
My sister is due for a routine gynecology consultation this week. Can someone be sent to pick us up for the hospital?,Obstetrics_Gynecology
My wife is due for a biopsy appointment. Could you arrange pickup for the scheduled hospital appointment?,Oncology
A family friend is scheduled for a fistula checkup before dialysis this week. Can someone be sent to pick us up for the hospital?,Nephrology_Dialysis
My mother-in-law needs a follow-up appointment for thyroid medication tomorrow. Please confirm a pickup time for the hospital visit.,General_Medicine
My nephew has severe vomiting and diarrhea. We need a vehicle to reach the hospital as soon as possible.,Pediatrics
A family friend is bleeding heavily and going pale for the past few hours. We need a vehicle to reach the hospital as soon as possible.,Emergency_Trauma
My sister-in-law is pregnant and feeling severe dizziness and cramping for the past few hours. Can you send an ambulance immediately?,Obstetrics_Gynecology
My mother-in-law is unable to urinate and is in severe pain since last night. We need a vehicle to reach the hospital as soon as possible.,Urology
"My grandmother is on home oxygen and the levels are dropping for the past few hours. Please send transport right away, this is urgent.",Pulmonology
A family friend has asthma and is having a bad attack since this morning. We need help getting to the hospital quickly.,Pulmonology
My colleague is due for a cast removal appointment for the past few days. Please arrange a wheelchair-accessible pickup.,Orthopedics
My mother-in-law needs a follow-up appointment for thyroid medication. We need a vehicle to reach the hospital as soon as possible.,General_Medicine
A family friend is unable to urinate and is in severe pain since last night. Please book a ride to the hospital for the appointment.,Urology
"My little sister has had a fever that isn't going down with medicine. Need immediate pickup, this cannot wait.",Pediatrics
My brother is due for a liver function test tomorrow. Please arrange a wheelchair-accessible pickup.,Gastroenterology
"My brother has an irregular heartbeat and feels dizzy suddenly, just now. We need urgent transport to the hospital.",Cardiology
My daughter-in-law is due for a routine prenatal checkup this week. Please arrange a wheelchair-accessible pickup.,Obstetrics_Gynecology
"My brother is on home oxygen and the levels are dropping. Need immediate pickup, this cannot wait.",Pulmonology
"My little sister had an allergic reaction after eating something suddenly, just now. We need help getting to the hospital quickly.",Pediatrics
My colleague is due for a scheduled psychiatric follow-up appointment. Please book a ride to the hospital for the appointment.,Psychiatry_MentalHealth
"My husband fell down the stairs and the leg looks broken suddenly, just now. Requesting a car for hospital transport.",Orthopedics
My mother-in-law is scheduled for a routine oncology follow-up. Could you arrange pickup for the scheduled hospital appointment?,Oncology
My wife has a scheduled pulmonology follow-up appointment tomorrow. Can you send an ambulance immediately?,Pulmonology
"A family friend has severe sinus pain and pressure with fever suddenly, just now. We need urgent transport to the hospital.",ENT
My grandfather has COPD and is struggling to breathe right now. Please confirm a pickup time for the hospital visit.,Pulmonology
My brother stopped talking and eating and seems disoriented. We need urgent transport to the hospital.,Psychiatry_MentalHealth
"My father is having severe difficulty breathing suddenly, just now. Can you send an ambulance immediately?",Pulmonology
A family friend is scheduled for a fistula checkup before dialysis. Please arrange a wheelchair-accessible pickup.,Nephrology_Dialysis
My son has severe vomiting and diarrhea right now. Can you send an ambulance immediately?,Pediatrics
My brother has uncontrolled diabetes and needs a checkup this week. We need a vehicle to reach the hospital as soon as possible.,General_Medicine
"My little brother is due for scheduled vaccinations tomorrow. Please send transport right away, this is urgent.",Pediatrics
"My colleague is having severe difficulty breathing suddenly, just now. Please arrange a wheelchair-accessible pickup.",Pulmonology
My brother is retaining a lot of fluid and the doctor said to come in for dialysis right now. Can you send an ambulance immediately?,Nephrology_Dialysis
My grandfather has stomach pain and nausea since this morning since last night. We need urgent transport to the hospital.,General_Medicine
"My grandmother has severe urinary retention and is in a lot of discomfort suddenly, just now. Please arrange a wheelchair-accessible pickup.",Urology
My aunt is scheduled for an angiography appointment today. Please book a ride to the hospital for the appointment.,Cardiology
My grandfather is due for a routine urology checkup for the past few days. Please book a ride to the hospital for the appointment.,Urology
A family friend is having a severe allergic reaction and the face is swelling since this morning. We need urgent transport to the hospital.,Emergency_Trauma
My colleague needs a hearing test appointment. Requesting a car for hospital transport.,ENT
My uncle fell from the roof and is not moving. We need a vehicle to reach the hospital as soon as possible.,Emergency_Trauma
My mother-in-law suddenly lost vision in one eye for the past few hours. We need help getting to the hospital quickly.,Neurology
"My father has an irregular heartbeat and feels dizzy. Need immediate pickup, this cannot wait.",Cardiology
My uncle is extremely anxious and having trouble breathing due to stress right now. We need urgent transport to the hospital.,Psychiatry_MentalHealth
A family friend needs a hearing test appointment. We need help getting to the hospital quickly.,ENT
"My grandfather needs transport for a scheduled oncology consultation. Need immediate pickup, this cannot wait.",Oncology
"My husband twisted the ankle badly and it's very swollen suddenly, just now. Can you send an ambulance immediately?",Orthopedics
My wife is scheduled for a fistula checkup before dialysis for the past few days. Please arrange a wheelchair-accessible pickup.,Nephrology_Dialysis
"My grandfather has severe abdominal pain and can't stand up straight suddenly, just now. Please send transport right away, this is urgent.",Gastroenterology
"My sister is due for a routine blood test appointment. Need immediate pickup, this cannot wait.",General_Medicine
"My grandfather has severe burning and pain during urination since this morning. Need immediate pickup, this cannot wait.",Urology
My brother is due for a follow-up after a recent lung infection tomorrow. Please arrange a wheelchair-accessible pickup.,Pulmonology
My sister-in-law is pregnant and feeling severe dizziness and cramping since this afternoon. Please book a ride to the hospital for the appointment.,Obstetrics_Gynecology
My colleague fainted and is confused since last night. Could you arrange pickup for the scheduled hospital appointment?,Neurology
"My uncle is having a seizure suddenly, just now. Please book a ride to the hospital for the appointment.",Neurology
"My grandfather has stomach pain and nausea since this morning suddenly, just now. Please send transport right away, this is urgent.",General_Medicine
My grandmother is having a severe panic attack and can't calm down for the past few hours. We need a vehicle to reach the hospital as soon as possible.,Psychiatry_MentalHealth
"My mother has an irregular heartbeat and feels dizzy since this afternoon. Need immediate pickup, this cannot wait.",Cardiology
My son has a very high fever that won't come down. Can you send an ambulance immediately?,Pediatrics
My father is having a severe panic attack and can't calm down since last night. Requesting a car for hospital transport.,Psychiatry_MentalHealth
My brother has a deep cut on the arm that won't stop bleeding for the past few hours. We need urgent transport to the hospital.,Emergency_Trauma
"A family friend is having a severe panic attack and can't calm down. Need immediate pickup, this cannot wait.",Psychiatry_MentalHealth
"My father had a heart attack last year and is feeling similar symptoms again suddenly, just now. We need a vehicle to reach the hospital as soon as possible.",Cardiology
My aunt is due for a liver function test tomorrow. We need a vehicle to reach the hospital as soon as possible.,Gastroenterology
My grandfather has severe lower back pain suspected to be kidney stones for the past few hours. We need a vehicle to reach the hospital as soon as possible.,Nephrology_Dialysis
My husband has stomach pain and nausea since this morning for the past few hours. Can you send an ambulance immediately?,General_Medicine
My wife needs a routine checkup for managing diabetes medication. Please confirm a pickup time for the hospital visit.,General_Medicine
My uncle has been unusually withdrawn and not making sense when speaking for the past few days. Can someone be sent to pick us up for the hospital?,Psychiatry_MentalHealth
My wife has blood in the urine and is very worried right now. We need urgent transport to the hospital.,Urology
My father-in-law has ongoing sinus issues and needs an ENT checkup this week. Please arrange a wheelchair-accessible pickup.,ENT
"My grandfather has sudden severe pain in the upper stomach for the past few hours. Need immediate pickup, this cannot wait.",Gastroenterology
My daughter-in-law needs urgent care after a miscarriage. We need help getting to the hospital quickly.,Obstetrics_Gynecology
"My aunt had a heart attack last year and is feeling similar symptoms again right now. Please send transport right away, this is urgent.",Cardiology
My aunt is a known epilepsy patient and had a seizure for the past few hours. Requesting a car for hospital transport.,Neurology
My grandfather is extremely confused and not recognizing family members for the past few hours. We need urgent transport to the hospital.,Psychiatry_MentalHealth
"My brother has sudden severe pain in the upper stomach right now. Please send transport right away, this is urgent.",Gastroenterology
My father-in-law is complaining of a heavy feeling in the chest and cold sweats since this afternoon. Could you arrange pickup for the scheduled hospital appointment?,Cardiology
My colleague is due for a routine gynecology consultation today. Can someone be sent to pick us up for the hospital?,Obstetrics_Gynecology
My mother-in-law needs oxygen support during transport to the hospital right now. Could you arrange pickup for the scheduled hospital appointment?,Pulmonology
My aunt has been vomiting continuously since this afternoon. Could you arrange pickup for the scheduled hospital appointment?,Gastroenterology
My elderly neighbor needs a cardiac checkup after recent palpitations. We need a vehicle to reach the hospital as soon as possible.,Cardiology
My niece has a high fever and is unusually drowsy for the past few hours. We need urgent transport to the hospital.,Pediatrics
"My aunt is having a severe allergic reaction and the face is swelling suddenly, just now. We need urgent transport to the hospital.",Emergency_Trauma
"My wife needs urgent care after a miscarriage right now. Please send transport right away, this is urgent.",Obstetrics_Gynecology
My niece is due for a routine gynecology consultation today. Please confirm a pickup time for the hospital visit.,Obstetrics_Gynecology
My mother-in-law needs an urgent psychiatric evaluation after a sudden change in behavior for the past few hours. Please arrange a wheelchair-accessible pickup.,Psychiatry_MentalHealth
My aunt has been vomiting continuously. Can you send an ambulance immediately?,Gastroenterology
My uncle has a severe nosebleed that won't stop since this afternoon. We need help getting to the hospital quickly.,ENT
"My mother is extremely anxious and having trouble breathing due to stress since this afternoon. Please send transport right away, this is urgent.",Psychiatry_MentalHealth
"My sister has sudden weakness down one side of the body right now. Please send transport right away, this is urgent.",Neurology
"My mother needs oxygen support during transport to the hospital suddenly, just now. Can you send an ambulance immediately?",Pulmonology
My brother had a heart attack last year and is feeling similar symptoms again since this afternoon. We need help getting to the hospital quickly.,Cardiology
My daughter accidentally swallowed a small object. We need a vehicle to reach the hospital as soon as possible.,Pediatrics
"My mother-in-law has swelling in the legs and reduced urination right now. Need immediate pickup, this cannot wait.",Nephrology_Dialysis
My sister is having a seizure since this morning. Please confirm a pickup time for the hospital visit.,Neurology
