text,label
My mother has ongoing stomach ulcers and needs a checkup. Please book a ride to the hospital for the appointment.,Gastroenterology
A family friend is scheduled for a fistula checkup before dialysis. Please arrange a wheelchair-accessible pickup.,Nephrology_Dialysis
My father-in-law needs an urgent psychiatric evaluation after a sudden change in behavior for the past few hours. Please book a ride to the hospital for the appointment.,Psychiatry_MentalHealth
My father-in-law is due for a scheduled psychiatric follow-up appointment for the past few days. Can someone be sent to pick us up for the hospital?,Psychiatry_MentalHealth
My aunt needs a cardiac checkup after recent palpitations tomorrow. Please confirm a pickup time for the hospital visit.,Cardiology
A family friend suddenly can't speak properly and the face looks drooped on one side since this morning. We need urgent transport to the hospital.,Neurology
My colleague is due for a routine gynecology consultation tomorrow. We need urgent transport to the hospital.,Obstetrics_Gynecology
My elderly neighbor is due for a routine blood test appointment. Please book a ride to the hospital for the appointment.,General_Medicine
"My colleague is complaining of a heavy feeling in the chest and cold sweats since this morning. Need immediate pickup, this cannot wait.",Cardiology
"My husband needs a routine checkup for managing diabetes medication tomorrow. Need immediate pickup, this cannot wait.",General_Medicine
My father was injured when a wall collapsed nearby since last night. We need urgent transport to the hospital.,Emergency_Trauma
A family friend has general body weakness and wants to see a doctor right now. We need a vehicle to reach the hospital as soon as possible.,General_Medicine
My grandmother has sudden weakness down one side of the body. We need urgent transport to the hospital.,Neurology
"My aunt suddenly can't speak properly and the face looks drooped on one side right now. Need immediate pickup, this cannot wait.",Neurology
"My little sister has had a fever that isn't going down with medicine. Need immediate pickup, this cannot wait.",Pediatrics
"My sister is pregnant and feeling severe dizziness and cramping for the past few hours. Need immediate pickup, this cannot wait.",Obstetrics_Gynecology
My mother-in-law needs a follow-up appointment for thyroid medication. We need a vehicle to reach the hospital as soon as possible.,General_Medicine
"My daughter won't stop crying and isn't feeding well for the past few hours. Please send transport right away, this is urgent.",Pediatrics
"My elderly neighbor has swelling in the legs and reduced urination suddenly, just now. We need help getting to the hospital quickly.",Nephrology_Dialysis
My brother is a long-term dialysis patient and needs a wheelchair-accessible vehicle for the past few days. Please book a ride to the hospital for the appointment.,Nephrology_Dialysis
"My father-in-law is vomiting blood and feels extremely weak suddenly, just now. Requesting a car for hospital transport.",Gastroenterology
My grandfather is due for a dialysis session at the hospital tomorrow. Please confirm a pickup time for the hospital visit.,Nephrology_Dialysis
"My elderly neighbor has asthma and is having a bad attack. Please send transport right away, this is urgent.",Pulmonology
"My husband has a chemotherapy session booked this week. Please send transport right away, this is urgent.",Oncology
My niece has a rash all over the body and is very fussy since this morning. We need urgent transport to the hospital.,Pediatrics
My grandmother has uncontrolled diabetes and needs a checkup for the past few days. Could you arrange pickup for the scheduled hospital appointment?,General_Medicine
My elderly neighbor is due for a follow-up endoscopy appointment tomorrow. Can someone be sent to pick us up for the hospital?,Gastroenterology
My brother has been unusually withdrawn and not making sense when speaking today. We need a vehicle to reach the hospital as soon as possible.,Psychiatry_MentalHealth
"My husband has severe diarrhea and is becoming dehydrated suddenly, just now. Can you send an ambulance immediately?",Gastroenterology
My colleague is due for a follow-up endoscopy appointment today. Please confirm a pickup time for the hospital visit.,Gastroenterology
"My colleague is having a mental health crisis and needs urgent evaluation. Need immediate pickup, this cannot wait.",Psychiatry_MentalHealth
"My sister is having a severe panic attack and can't calm down. Need immediate pickup, this cannot wait.",Psychiatry_MentalHealth
A family friend is extremely weak after the last chemo session and needs help reaching the hospital since this morning. We need help getting to the hospital quickly.,Oncology
"My grandmother has multiple injuries after a fall from a ladder suddenly, just now. Can someone be sent to pick us up for the hospital?",Emergency_Trauma
A family friend has chest tightness with pain spreading to the left arm. Can you send an ambulance immediately?,Cardiology
My husband is complaining of a heavy feeling in the chest and cold sweats right now. Can you send an ambulance immediately?,Cardiology
My granddaughter has had a fever that isn't going down with medicine. We need a vehicle to reach the hospital as soon as possible.,Pediatrics
My father is due for a follow-up after a recent lung infection tomorrow. Please confirm a pickup time for the hospital visit.,Pulmonology
"My brother is having a seizure suddenly, just now. We need urgent transport to the hospital.",Neurology
"My mother has severe joint pain from arthritis and can't reach the car. Please send transport right away, this is urgent.",Orthopedics
My sister has ongoing urinary difficulty and needs a urology consultation. Please book a ride to the hospital for the appointment.,Urology
My baby is due for a routine pediatric checkup this week. Can someone be sent to pick us up for the hospital?,Pediatrics
"My mother needs oxygen support during transport to the hospital suddenly, just now. Can you send an ambulance immediately?",Pulmonology
My brother is scheduled for a fistula checkup before dialysis today. We need a vehicle to reach the hospital as soon as possible.,Nephrology_Dialysis
"My grandmother is on home oxygen and the levels are dropping for the past few hours. Please send transport right away, this is urgent.",Pulmonology
My brother has uncontrolled diabetes and needs a checkup for the past few days. Can you send an ambulance immediately?,General_Medicine
My aunt has severe pain related to ongoing cancer treatment right now. We need a vehicle to reach the hospital as soon as possible.,Oncology
My father needs a follow-up appointment for thyroid medication this week. Please arrange a wheelchair-accessible pickup.,General_Medicine
My father-in-law has a scheduled dialysis appointment. We need urgent transport to the hospital.,Nephrology_Dialysis
My grandson accidentally swallowed a small object for the past few hours. Requesting a car for hospital transport.,Pediatrics
"My father-in-law has black, tarry stools and is feeling dizzy right now. Please send transport right away, this is urgent.",Gastroenterology
"My father is having severe difficulty breathing suddenly, just now. Can you send an ambulance immediately?",Pulmonology
"My father-in-law has a foreign object stuck in the ear suddenly, just now. We need urgent transport to the hospital.",ENT
"My mother is having a severe panic attack and can't calm down suddenly, just now. We need a vehicle to reach the hospital as soon as possible.",Psychiatry_MentalHealth
"My aunt is wheezing badly and can't catch a breath. Need immediate pickup, this cannot wait.",Pulmonology
My sister has recurring urinary tract infections and needs a checkup. Can someone be sent to pick us up for the hospital?,Urology
My mother has ongoing urinary difficulty and needs a urology consultation today. Please confirm a pickup time for the hospital visit.,Urology
My mother-in-law is due for a follow-up scan after cancer treatment. We need a vehicle to reach the hospital as soon as possible.,Oncology
"My brother twisted the ankle badly and it's very swollen suddenly, just now. Can someone be sent to pick us up for the hospital?",Orthopedics
My father has been feeling unwell with a persistent cough and fatigue tomorrow. Please confirm a pickup time for the hospital visit.,General_Medicine
My father has a chemotherapy session booked. Please book a ride to the hospital for the appointment.,Oncology
"My little sister accidentally swallowed a small object suddenly, just now. Requesting a car for hospital transport.",Pediatrics
My mother is extremely anxious and having trouble breathing due to stress since last night. Please arrange a wheelchair-accessible pickup.,Psychiatry_MentalHealth
My mother has severe urinary retention and is in a lot of discomfort. We need a vehicle to reach the hospital as soon as possible.,Urology
My colleague is pregnant and feeling severe dizziness and cramping since this morning. We need a vehicle to reach the hospital as soon as possible.,Obstetrics_Gynecology
"My aunt has swelling in the legs and reduced urination since last night. Please send transport right away, this is urgent.",Nephrology_Dialysis
"My uncle has a bad ear infection with severe pain suddenly, just now. Please send transport right away, this is urgent.",ENT
My elderly neighbor is showing very aggressive and unusual behavior since last night. We need help getting to the hospital quickly.,Psychiatry_MentalHealth
"My mother has sudden weakness down one side of the body since this morning. Please send transport right away, this is urgent.",Neurology
My father is due for a dialysis session at the hospital today. Please book a ride to the hospital for the appointment.,Nephrology_Dialysis
My aunt needs a follow-up appointment for thyroid medication this week. Please confirm a pickup time for the hospital visit.,General_Medicine
"My grandmother has a bad chest infection and is coughing up blood for the past few hours. Need immediate pickup, this cannot wait.",Pulmonology
My daughter has a very high fever that won't come down since this morning. Can someone be sent to pick us up for the hospital?,Pediatrics
"My mother-in-law is scheduled for a routine oncology follow-up today. Please send transport right away, this is urgent.",Oncology
My newborn fell off a bicycle and hurt the arm badly since last night. We need a vehicle to reach the hospital as soon as possible.,Pediatrics
My nephew has a bad cough and is having trouble breathing. Please confirm a pickup time for the hospital visit.,Pediatrics
My aunt is extremely confused and not recognizing family members right now. Can you send an ambulance immediately?,Psychiatry_MentalHealth
My father has a deep cut on the arm that won't stop bleeding since this afternoon. We need help getting to the hospital quickly.,Emergency_Trauma
A family friend has severe pain related to ongoing cancer treatment. We need help getting to the hospital quickly.,Oncology
My aunt has sudden severe pain in the upper stomach right now. Can you send an ambulance immediately?,Gastroenterology
My aunt is a cancer patient and needs to go for radiotherapy for the past few days. We need help getting to the hospital quickly.,Oncology
My colleague is having severe chest pain and sweating heavily. Can you send an ambulance immediately?,Cardiology
"My sister has stomach pain and nausea since this morning suddenly, just now. Can someone be sent to pick us up for the hospital?",General_Medicine
My father is not responding normally and seems disoriented for the past few hours. We need urgent transport to the hospital.,Neurology
My elderly neighbor is due for a follow-up scan after cancer treatment tomorrow. Could you arrange pickup for the scheduled hospital appointment?,Oncology
My mother-in-law has a pacemaker and is not feeling right since this afternoon. Please confirm a pickup time for the hospital visit.,Cardiology
"My elderly neighbor is having a mental health crisis and needs urgent evaluation for the past few hours. Please send transport right away, this is urgent.",Psychiatry_MentalHealth
My elderly neighbor has blood in the urine and is very worried since this morning. Can you send an ambulance immediately?,Urology
My sister has had a fever and body aches this week. We need a vehicle to reach the hospital as soon as possible.,General_Medicine
My aunt has numbness on one side of the face and arm. We need help getting to the hospital quickly.,Neurology
My grandfather has a severe nosebleed that won't stop right now. Please book a ride to the hospital for the appointment.,ENT
My father-in-law has a pacemaker and is not feeling right since last night. We need help getting to the hospital quickly.,Cardiology
My colleague has chronic acid reflux and needs a gastroenterology consultation this week. Please book a ride to the hospital for the appointment.,Gastroenterology
"My grandfather is on home oxygen and the levels are dropping suddenly, just now. Can you send an ambulance immediately?",Pulmonology
"My uncle is having a seizure suddenly, just now. Please book a ride to the hospital for the appointment.",Neurology
"My nephew has a bad cough and is having trouble breathing since this morning. Please send transport right away, this is urgent.",Pediatrics
A family friend has a pacemaker and is not feeling right since this morning. Could you arrange pickup for the scheduled hospital appointment?,Cardiology
"My colleague has severe sinus pain and pressure with fever. Need immediate pickup, this cannot wait.",ENT
"My uncle accidentally swallowed a cleaning chemical suddenly, just now. Please send transport right away, this is urgent.",Emergency_Trauma
My grandfather has a scheduled dialysis appointment for the past few days. Please arrange a wheelchair-accessible pickup.,Nephrology_Dialysis
My wife needs a routine checkup for ongoing hypertension for the past few days. Please arrange a wheelchair-accessible pickup.,General_Medicine
My little brother has had a fever that isn't going down with medicine today. Please arrange a wheelchair-accessible pickup.,Pediatrics
"My husband has an irregular heartbeat and feels dizzy. Need immediate pickup, this cannot wait.",Cardiology
My grandmother has kidney failure and needs regular dialysis transport tomorrow. We need help getting to the hospital quickly.,Nephrology_Dialysis
"My father-in-law was in a road accident and is bleeding heavily suddenly, just now. Please arrange a wheelchair-accessible pickup.",Emergency_Trauma
"My uncle has mild fever and wants a general physician consultation suddenly, just now. Need immediate pickup, this cannot wait.",General_Medicine
My brother has stomach pain and nausea since this morning since this morning. Can you send an ambulance immediately?,General_Medicine
My father-in-law has chronic acid reflux and needs a gastroenterology consultation tomorrow. Please book a ride to the hospital for the appointment.,Gastroenterology
My husband fell from the roof and is not moving since this morning. Can you send an ambulance immediately?,Emergency_Trauma
My mother needs a routine checkup for managing diabetes medication tomorrow. Requesting a car for hospital transport.,General_Medicine
My aunt is unable to urinate and is in severe pain since this afternoon. Can you send an ambulance immediately?,Urology
My husband is having severe difficulty breathing for the past few hours. Please arrange a wheelchair-accessible pickup.,Pulmonology
My grandfather fell down the stairs and the leg looks broken right now. Requesting a car for hospital transport.,Orthopedics
"My elderly neighbor had a heart attack last year and is feeling similar symptoms again suddenly, just now. We need a vehicle to reach the hospital as soon as possible.",Cardiology
My sister has COPD and is struggling to breathe since this morning. We need help getting to the hospital quickly.,Pulmonology
My colleague is unable to swallow properly due to a severely swollen throat since this morning. Requesting a car for hospital transport.,ENT
A family friend fainted and is confused since this afternoon. We need urgent transport to the hospital.,Neurology
My sister is a cancer patient and needs to go for radiotherapy. Can someone be sent to pick us up for the hospital?,Oncology
My mother-in-law is having a severe panic attack and can't calm down for the past few hours. We need urgent transport to the hospital.,Psychiatry_MentalHealth
My father-in-law has stomach pain and nausea since this morning. We need help getting to the hospital quickly.,General_Medicine
"My father has a foreign object stuck in the ear. Need immediate pickup, this cannot wait.",ENT
My grandmother has ongoing stomach ulcers and needs a checkup tomorrow. Please confirm a pickup time for the hospital visit.,Gastroenterology
My mother-in-law is unable to urinate and is in severe pain since last night. We need a vehicle to reach the hospital as soon as possible.,Urology
My sister is due for a follow-up after knee surgery for the past few days. Requesting a car for hospital transport.,Orthopedics
My mother has chronic back pain and can barely move around for the past few days. Requesting a car for hospital transport.,Orthopedics
"A family friend has sudden severe pain in the groin area suddenly, just now. Can you send an ambulance immediately?",Urology
My niece had an allergic reaction after eating something since this afternoon. Please arrange a wheelchair-accessible pickup.,Pediatrics
My husband has had a fever and body aches. Requesting a car for hospital transport.,General_Medicine
"My father-in-law missed the last dialysis session and needs to go in urgently. Need immediate pickup, this cannot wait.",Nephrology_Dialysis
My sister has chronic acid reflux and needs a gastroenterology consultation. We need help getting to the hospital quickly.,Gastroenterology
My colleague has a chemotherapy session booked today. We need urgent transport to the hospital.,Oncology
"My uncle has a fractured wrist from a fall suddenly, just now. Can you send an ambulance immediately?",Orthopedics
My father has been vomiting continuously right now. We need urgent transport to the hospital.,Gastroenterology
My mother-in-law is unable to urinate and is in severe pain right now. We need a vehicle to reach the hospital as soon as possible.,Urology
My father has high blood pressure and is complaining of chest pressure. We need urgent transport to the hospital.,Cardiology
"My nephew has a very high fever that won't come down right now. Need immediate pickup, this cannot wait.",Pediatrics
My grandmother has sudden severe pain in the upper stomach right now. We need urgent transport to the hospital.,Gastroenterology
My father-in-law is due for a dialysis session at the hospital this week. Can someone be sent to pick us up for the hospital?,Nephrology_Dialysis
My husband has been feeling unwell with a persistent cough and fatigue. We need help getting to the hospital quickly.,General_Medicine
"My grandmother has sudden severe pain in the upper stomach right now. Please send transport right away, this is urgent.",Gastroenterology
"My toddler is due for scheduled vaccinations. Please send transport right away, this is urgent.",Pediatrics
A family friend has a foreign object stuck in the ear since last night. We need a vehicle to reach the hospital as soon as possible.,ENT
My wife is scheduled for a routine oncology follow-up for the past few days. We need help getting to the hospital quickly.,Oncology
A family friend has severe lower back pain suspected to be kidney stones right now. Please confirm a pickup time for the hospital visit.,Nephrology_Dialysis
"My mother has chronic acid reflux and needs a gastroenterology consultation for the past few days. Need immediate pickup, this cannot wait.",Gastroenterology
My grandmother has been feeling unwell with a persistent cough and fatigue today. Can someone be sent to pick us up for the hospital?,General_Medicine
My uncle suddenly lost vision in one eye since this morning. We need help getting to the hospital quickly.,Neurology
My sister is having a mental health crisis and needs urgent evaluation since last night. Requesting a car for hospital transport.,Psychiatry_MentalHealth
My aunt is due for a cast removal appointment. Please book a ride to the hospital for the appointment.,Orthopedics
My grandfather is scheduled for a routine oncology follow-up. Please book a ride to the hospital for the appointment.,Oncology
My husband has been vomiting continuously since this afternoon. Can you send an ambulance immediately?,Gastroenterology
My colleague has chronic tonsillitis and needs a specialist consultation. We need a vehicle to reach the hospital as soon as possible.,ENT
My brother is retaining a lot of fluid and the doctor said to come in for dialysis right now. Can you send an ambulance immediately?,Nephrology_Dialysis
My father-in-law is retaining a lot of fluid and the doctor said to come in for dialysis since last night. We need urgent transport to the hospital.,Nephrology_Dialysis
"My mother-in-law is unable to swallow properly due to a severely swollen throat since this morning. Please send transport right away, this is urgent.",ENT
A family friend is scheduled for a fistula checkup before dialysis. Please confirm a pickup time for the hospital visit.,Nephrology_Dialysis
"My father fell down the stairs and the leg looks broken suddenly, just now. Can you send an ambulance immediately?",Orthopedics
My elderly neighbor needs a routine checkup for managing diabetes medication this week. Please arrange a wheelchair-accessible pickup.,General_Medicine
My grandfather has severe pain in the hip and can't walk for the past few hours. We need urgent transport to the hospital.,Orthopedics
My father-in-law has stomach pain and nausea since this morning since last night. We need a vehicle to reach the hospital as soon as possible.,General_Medicine
My mother was hit by a motorbike and can't stand up. We need help getting to the hospital quickly.,Emergency_Trauma
A family friend is due for a routine gynecology consultation. Please book a ride to the hospital for the appointment.,Obstetrics_Gynecology
"My sister has blood in the urine and is very worried since this afternoon. Need immediate pickup, this cannot wait.",Urology
"My uncle was in a road accident and is bleeding heavily since this afternoon. Please send transport right away, this is urgent.",Emergency_Trauma
My aunt has been vomiting continuously. Can you send an ambulance immediately?,Gastroenterology
My wife is due for a scheduled ultrasound appointment. Please arrange a wheelchair-accessible pickup.,Obstetrics_Gynecology
My mother needs a routine checkup for managing diabetes medication tomorrow. We need urgent transport to the hospital.,General_Medicine
My grandfather has a chemotherapy session booked. Can someone be sent to pick us up for the hospital?,Oncology
A family friend has multiple injuries after a fall from a ladder since last night. We need help getting to the hospital quickly.,Emergency_Trauma
My grandmother fell from the roof and is not moving for the past few hours. Please confirm a pickup time for the hospital visit.,Emergency_Trauma
My grandfather has persistent throat irritation and hoarseness today. Could you arrange pickup for the scheduled hospital appointment?,ENT
"My sister has a deep cut on the arm that won't stop bleeding suddenly, just now. Please arrange a wheelchair-accessible pickup.",Emergency_Trauma
My grandfather has a scheduled pulmonology follow-up appointment. Can someone be sent to pick us up for the hospital?,Pulmonology
My colleague is in labor and needs to reach the hospital immediately for the past few hours. We need help getting to the hospital quickly.,Obstetrics_Gynecology
My mother is due for a follow-up after recent heart surgery for the past few days. Could you arrange pickup for the scheduled hospital appointment?,Cardiology
My grandmother is bleeding heavily and going pale since this morning. We need help getting to the hospital quickly.,Emergency_Trauma
My grandmother is due for a follow-up after ear surgery for the past few days. Please confirm a pickup time for the hospital visit.,ENT
"My father is on home oxygen and the levels are dropping suddenly, just now. Can you send an ambulance immediately?",Pulmonology
"My grandfather needs transport for a scheduled oncology consultation. Need immediate pickup, this cannot wait.",Oncology
"My wife is due for a routine blood test appointment. Please send transport right away, this is urgent.",General_Medicine
My wife has severe joint pain from arthritis and can't reach the car this week. We need urgent transport to the hospital.,Orthopedics
My mother-in-law has recurring urinary tract infections and needs a checkup today. Please confirm a pickup time for the hospital visit.,Urology
My brother has general body weakness and wants to see a doctor since last night. We need urgent transport to the hospital.,General_Medicine
My uncle has severe lower back pain suspected to be kidney stones right now. We need urgent transport to the hospital.,Nephrology_Dialysis
"My grandmother was injured when a wall collapsed nearby since this afternoon. Need immediate pickup, this cannot wait.",Emergency_Trauma
A family friend is due for a biopsy appointment today. Please arrange a wheelchair-accessible pickup.,Oncology
"My father-in-law has black, tarry stools and is feeling dizzy. Requesting a car for hospital transport.",Gastroenterology
"My wife has swelling in the legs and reduced urination right now. Please send transport right away, this is urgent.",Nephrology_Dialysis
My sister is due for a cast removal appointment today. We need urgent transport to the hospital.,Orthopedics
My mother-in-law is having a severe panic attack and can't calm down since this morning. We need urgent transport to the hospital.,Psychiatry_MentalHealth
"My toddler won't stop crying and isn't feeding well for the past few hours. Need immediate pickup, this cannot wait.",Pediatrics
My aunt has severe pain in the hip and can't walk since this morning. Please confirm a pickup time for the hospital visit.,Orthopedics
"My colleague has stomach pain and nausea since this morning since this afternoon. Please send transport right away, this is urgent.",General_Medicine
My aunt is due for a liver function test. Can someone be sent to pick us up for the hospital?,Gastroenterology
"My grandmother stopped talking and eating and seems disoriented right now. Please send transport right away, this is urgent.",Psychiatry_MentalHealth
My wife needs a routine checkup for managing diabetes medication. Please confirm a pickup time for the hospital visit.,General_Medicine
My father-in-law is a long-term dialysis patient and needs a wheelchair-accessible vehicle this week. We need urgent transport to the hospital.,Nephrology_Dialysis
My brother has severe urinary retention and is in a lot of discomfort. Can you send an ambulance immediately?,Urology
"My colleague has severe burning and pain during urination for the past few hours. Need immediate pickup, this cannot wait.",Urology
My sister has ongoing sinus issues and needs an ENT checkup. Requesting a car for hospital transport.,ENT
"My little sister had an allergic reaction after eating something suddenly, just now. We need help getting to the hospital quickly.",Pediatrics
My husband has ongoing urinary difficulty and needs a urology consultation today. Could you arrange pickup for the scheduled hospital appointment?,Urology
